1035295.8673706162	1926712.3295322226	0	0
1035295.8731874523	1926712.3644078486	0	0
1035295.8784140804	1926712.3956119078	0	0
1035295.884630804	1926712.4326912009	0	0
1035295.8900454496	1926712.4650274192	0	0
1035295.8955099777	1926712.4975856927	0	0
1035295.9015951006	1926712.5338236399	0	0
1035295.9071632618	1926712.5670625914	0	0
1035295.9131146047	1926712.6025964962	0	0
1035295.9195056644	1926712.6407085538	0	0
1035295.9256671824	1926712.677420755	0	0
1035295.9310956313	1926712.7098487471	0	0
1035295.9367401853	1926712.7435619398	0	0
1035295.9450478764	1926712.7931030276	0	0
1035295.9501151786	1926712.8232898223	0	0
1035295.9554475008	1926712.8550448818	0	0
1035295.9615881931	1926712.8916270488	0	0
1035295.9667230516	1926712.9223642433	0	0
1035295.9727177372	1926712.9580514298	0	0
